period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,nameplate-capacity-mw,nameplate-capacity-mw-units
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,56294,SunE WG113 Moreno Valley LLC,57004,SunEdison Walgreens Moreno Valley,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,56296,SunE WG45 Woodland LLC,57006,Walgreens Woodland Distribution Center,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,56297,SunE CPA CDC2 LLC,57007,SunEdison Ironwood State Prison,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,56302,SunE CPA CDC1 LLC,57011,Chuckawalla Valley State Prison,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59868,"Pinyon Pines Wind I, LLC",57834,Pinyon Pine I,AW07,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,168.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59869,"Pinyon Pines Wind II, LLC",57837,Pinyon Pine II,AW09,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,132.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,58847,NRG California Peaker Operations LLC,59002,Carlsbad Energy Center,CEC 6,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,131.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,58847,NRG California Peaker Operations LLC,59002,Carlsbad Energy Center,CEC 7,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,131.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,58847,NRG California Peaker Operations LLC,59002,Carlsbad Energy Center,CEC 8,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,131.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,58847,NRG California Peaker Operations LLC,59002,Carlsbad Energy Center,CEC 9,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,131.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,58847,NRG California Peaker Operations LLC,59002,Carlsbad Energy Center,CEC10,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,131.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57170,"EDF Renewable Asset Holdings, Inc.",62288,"Valentine Solar, LLC",VAL01,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,111.2,MW
2021-06,CA,California,electric-utility,Electric Utility,57194,City of Industry,57860,Industry MetroLink PV 1,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57197,Santa Cruz Energy LLC,57876,Santa Cruz Energy,UNT1,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57154,Heliocentric LLC,57831,Heliocentric,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57159,L-8 Solar Project LLC,57836,L-8 Solar Project,TSM,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57170,"EDF Renewable Asset Holdings, Inc.",56874,Shiloh Wind Project 2 LLC,TBD,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,150.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57170,"EDF Renewable Asset Holdings, Inc.",54453,EDF Renewable Windfarm V Inc,GEN2,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,15.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60059,ZGlobal Inc,63078,Eagle Creek,EGCRK,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,56395,J&A-Whittier LLC,57102,Whittier LFG Power Plant #1,EN01,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.1,MW
2021-06,CA,California,ipp-chp,IPP CHP,56395,J&A-Whittier LLC,57102,Whittier LFG Power Plant #1,EN02,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.1,MW
2021-06,CA,California,ipp-chp,IPP CHP,56396,J&A-Santa Maria LLC,57100,Santa Maria LFG Power Plant,EN01,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.1,MW
2021-06,CA,California,ipp-chp,IPP CHP,56397,J&A-Santa Maria II LLC,57101,J&A-Santa Maria II LLC,1,,Landfill Gas,LFG,Landfill Gas,IC,CISO,California Independent System Operator,OP,Operating,1.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,60153,Mendocino Forest Products,50049,Humboldt Sawmill Company,GEN1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,12.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,60153,Mendocino Forest Products,50049,Humboldt Sawmill Company,GEN2,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,12.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,60153,Mendocino Forest Products,50049,Humboldt Sawmill Company,GEN3,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,7.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54890,Russell City Energy Company LLC,56467,Russell City Energy Center,CTG1,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,200.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54890,Russell City Energy Company LLC,56467,Russell City Energy Center,CTG2,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,200.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54890,Russell City Energy Company LLC,56467,Russell City Energy Center,STG1,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,255.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,58789,DOD USMC Marine Air Ground Combat,58914,MCAGCC Cogen Plant,CG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,7.2,MW
2021-06,CA,California,ipp-chp,IPP CHP,58789,DOD USMC Marine Air Ground Combat,58914,MCAGCC Cogen Plant,CG100,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,4.6,MW
2021-06,CA,California,ipp-chp,IPP CHP,58789,DOD USMC Marine Air Ground Combat,58914,MCAGCC Cogen Plant,CG200,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,4.6,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,57213,Castle Rock Cooling,57870,Castle Rock Vineyards,SOLAR,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57223,Sycamore Energy LLC,10387,Sycamore Energy LLC,1A,,Landfill Gas,LFG,Landfill Gas,GT,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57223,Sycamore Energy LLC,10387,Sycamore Energy LLC,2A,,Landfill Gas,LFG,Landfill Gas,GT,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57223,Sycamore Energy LLC,10387,Sycamore Energy LLC,3,,Landfill Gas,LFG,Landfill Gas,GT,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,57224,MM West Covina Energy LLC,54015,MM West Covina,GEN2,,Landfill Gas,LFG,Landfill Gas,ST,CISO,California Independent System Operator,OP,Operating,6.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60067,Westside Assets LLC,60275,Westside Solar Power PV1,WSPV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60986,"Imperial Valley Solar 2, LLC",61353,Mount Signal Solar Farm II,IVS2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,153.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,61115,Manteca Land PV,MANT1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,60142,Lemoore 1,LEPV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,58578,Sonora 1,SON1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60455,"PVN Milliken, LLC",60790,"PVN Milliken, LLC",PV,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59969,Whitethorn Solar LLC,60193,Whitethorn Solar LLC,GEN1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,57722,North Palm Springs 4A,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,4.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,60844,Genentech Vacaville Meter #1,PV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,60844,Genentech Vacaville Meter #1,PV2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,57743,North Palm Springs 1A,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,58354,Radiance Solar 4,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,58355,Radiance Solar 5,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60690,"Foundation CA Fund VIII Manager, LLC",61066,Foundation CDCR LAC,WTG1,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,1.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60690,"Foundation CA Fund VIII Manager, LLC",61067,Foundation Scheid Vineyards,WTG1,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,1.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60025,Greenbacker Renewable Energy Corporation,64700,"El Dorado Solar, LLC",390,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-chp,IPP CHP,60038,Silicon Valley Clean Water,60249,Silicon Valley Clean Water,BES,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,60038,Silicon Valley Clean Water,60249,Silicon Valley Clean Water,CGN,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,61116,Delano Land 1,DELA1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,61117,Bakersfield PV 1,BAKE1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,5.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,61118,Bakersfield Industrial PV 1,BIND1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,58634,Lancaster Baptist Church,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,58633,Monterey Regional Water Pollution Control Agency,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,58963,Las Virgenes Municipal Water District,PV,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,59094,Division 1,GEN 1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,59095,Division 2,GEN 1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60947,Tesla Inc.,59096,Division 3,GEN1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59980,Walnut Creek LLC,57515,Walnut Creek Energy Park,GT1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,100.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59980,Walnut Creek LLC,57515,Walnut Creek Energy Park,GT2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,100.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59980,Walnut Creek LLC,57515,Walnut Creek Energy Park,GT3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,100.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,59980,Walnut Creek LLC,57515,Walnut Creek Energy Park,GT4,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,100.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60662,WCAC Operating Company,50494,Kern Front Limited,KF2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,24.9,MW
2021-06,CA,California,ipp-chp,IPP CHP,60662,WCAC Operating Company,50495,High Sierra Limited,HS1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,24.9,MW
2021-06,CA,California,ipp-chp,IPP CHP,60662,WCAC Operating Company,50495,High Sierra Limited,HS2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,24.9,MW
2021-06,CA,California,ipp-chp,IPP CHP,60662,WCAC Operating Company,50612,McKittrick Limited,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,46.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,60662,WCAC Operating Company,54768,Live Oak Limited,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,46.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,62673,Antelope Expansion 3A,ANX3A,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,15.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61012,AES Distributed Energy,62674,Antelope Expansion 3B,ANX3B,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,5.0,MW
2021-06,CA,California,electric-utility,Electric Utility,60723,VRF Battery Plant,61107,Vanadium Redox Flow Battery Plant,VRF,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60059,ZGlobal Inc,60277,Castor Solar,CASTR,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60565,Borrego Springs Energy Storage,SES1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60565,Borrego Springs Energy Storage,SES2,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60566,Pala Energy Storage Yard,SES1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60566,Pala Energy Storage Yard,SES2,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60567,Ortega Highway Energy Storage,SES1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60281,"Altus Power America Management, LLC",59687,Sun Harvest Solar NDP1,NDP1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60307,NRG Solar Blythe II LLC,60558,Solar Blythe 2,PV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,20.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60246,"Sunray Energy 2, LLC",10437,Sunray 2,SUN2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,20.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60247,Sunray Energy 3 LLC,10438,Sunray 3,SUN3,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,13.8,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60567,Ortega Highway Energy Storage,SES2,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,electric-utility,Electric Utility,60336,SDGE Batteries,60568,Canyon Crest Academy,SES,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60271,"Longboat Solar, LLC",60485,"Longboat Solar, LLC",PV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,20.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60277,54 KR 8me LLC,60490,Redwood 4 Solar Farm,RW4SF,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,20.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60281,"Altus Power America Management, LLC",58034,Nickel 1 Solar Facility,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60281,"Altus Power America Management, LLC",58513,Ironwood Solar LLC,937,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,4.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60281,"Altus Power America Management, LLC",58506,Chuckawalla Solar,937,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,4.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60281,"Altus Power America Management, LLC",58949,Cloverdale Solar I,TBD,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,472,Amedee Gethrm Venture I LP,50964,Amedee Geothermal Venture I,IND,,Geothermal,GEO,Geothermal,ST,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,472,Amedee Gethrm Venture I LP,50964,Amedee Geothermal Venture I,SYN,,Geothermal,GEO,Geothermal,ST,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,commercial-chp,Commercial CHP,1752,Biola University,54296,Biola University Hybrid,BATT,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,60134,AltaGas Ripon Energy Inc.,50299,AltaGas Ripon Energy Inc.,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.5,MW
2021-06,CA,California,commercial-chp,Commercial CHP,1752,Biola University,54296,Biola University Hybrid,EG3,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,867,ARCO Products Co-Watson,50216,Watson Cogeneration,GN94,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,82.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,867,ARCO Products Co-Watson,50216,Watson Cogeneration,GN91,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,82.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,867,ARCO Products Co-Watson,50216,Watson Cogeneration,GN92,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,82.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,867,ARCO Products Co-Watson,50216,Watson Cogeneration,GN93,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,82.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,867,ARCO Products Co-Watson,50216,Watson Cogeneration,GN95,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,38.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,867,ARCO Products Co-Watson,50216,Watson Cogeneration,GN96,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,38.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,52096,Berry Placerita Cogen,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,21.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,50170,Berry Cogen,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,38.7,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,50622,Berry Cogen Tanne Hills 18,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,8.8,MW
2021-06,CA,California,electric-utility,Electric Utility,590,City of Anaheim - (CA),57027,Canyon Power Plant,CPP1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,electric-utility,Electric Utility,590,City of Anaheim - (CA),57027,Canyon Power Plant,CPP2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,electric-utility,Electric Utility,590,City of Anaheim - (CA),57027,Canyon Power Plant,CPP3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,electric-utility,Electric Utility,590,City of Anaheim - (CA),57027,Canyon Power Plant,CPP4,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,60182,"SRJFC, LLC",60385,Santa Rita Jail Fuel Cell,MB-18,,Other Natural Gas,NG,Natural Gas,FC,CISO,California Independent System Operator,OP,Operating,1.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,178,CES Placerita Inc,10677,CES Placerita Power Plant,UNT2,CESP,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,60.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,178,CES Placerita Inc,10677,CES Placerita Power Plant,UNT3,CESP,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,30.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,50622,Berry Cogen Tanne Hills 18,GEN2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,8.8,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,52096,Berry Placerita Cogen,GEN2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,21.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,62176,Berry NMW Cogens,21Z,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,4.8,MW
2021-06,CA,California,industrial-chp,Industrial CHP,1569,Berry Petroleum Co,62176,Berry NMW Cogens,PF,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,4.8,MW
