period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,nameplate-capacity-mw,nameplate-capacity-mw-units
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,18320,Sunrise Power Co LLC,55182,Sunrise Power LLC,STG,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,264.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,18320,Sunrise Power Co LLC,55182,Sunrise Power LLC,X718,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,210.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,18194,"STS Hydropower, LLC",54654,Kekawaka Power House,KEK1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OA,Out of service but expected to return to service in next calendar year,4.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,18194,"STS Hydropower, LLC",54653,Kanaka,KAN1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,1.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,18320,Sunrise Power Co LLC,55182,Sunrise Power LLC,X719,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,210.6,MW
2021-06,CA,California,ipp-chp,IPP CHP,18390,Sycamore Cogeneration Co,50134,Sycamore Cogeneration,GTAG,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,75.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,18390,Sycamore Cogeneration Co,50134,Sycamore Cogeneration,GTBG,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,75.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,18390,Sycamore Cogeneration Co,50134,Sycamore Cogeneration,GTCG,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,75.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,18390,Sycamore Cogeneration Co,50134,Sycamore Cogeneration,GTDG,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,75.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,20323,"Wellhead Services, Inc",10156,Fresno Cogen Partners,GEN3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,18.6,MW
2021-06,CA,California,ipp-chp,IPP CHP,20323,"Wellhead Services, Inc",10156,Fresno Cogen Partners,GEN4,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,52.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",55538,Escondido Energy Center,CTG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,54.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",55540,Chula Vista Energy Center,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,37.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",55874,Panoche Peaker,8,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,56.7,MW
2021-06,CA,California,ipp-chp,IPP CHP,20323,"Wellhead Services, Inc",52186,Yuba City Cogen Partners,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-chp,IPP CHP,20323,"Wellhead Services, Inc",10156,Fresno Cogen Partners,GEN2,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,10.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,57483,Mariposa Energy Project,CTG4,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,commercial-chp,Commercial CHP,39245,Saint John's Health Center,50610,Saint Johns Health Center,1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,50123,"Leeward Asset Management, LLC",56295,Kumeyaay Wind,1,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49968,Searles Valley Minerals Operations Inc.,10684,Argus Cogen Plant,TG5,,Conventional Steam Coal,RC,Refined Coal,ST,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,7.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49968,Searles Valley Minerals Operations Inc.,10684,Argus Cogen Plant,TG8,,Conventional Steam Coal,RC,Refined Coal,ST,CISO,California Independent System Operator,OP,Operating,27.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49968,Searles Valley Minerals Operations Inc.,10684,Argus Cogen Plant,TG9,,Conventional Steam Coal,RC,Refined Coal,ST,CISO,California Independent System Operator,OP,Operating,27.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49968,Searles Valley Minerals Operations Inc.,10685,Westend Facility,PINA,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,20.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49970,Goose Haven Energy Center,55627,Goose Haven Energy Center,CT1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,47.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,57483,Mariposa Energy Project,CTG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,57483,Mariposa Energy Project,CTG3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49963,"FPL Energy Operating Services, Inc.",54454,San Gorgonio Windplant WPP1993,GEN11,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,49.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,24536,Aera Energy LLC-San Ardo,55184,Aera San Ardo Cogen Facility,UN-A,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,3.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,24536,Aera Energy LLC-San Ardo,55184,Aera San Ardo Cogen Facility,UN-B,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,27075,San Diego County Water Auth,56615,Rancho Penasquitos,G100,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,4.6,MW
2021-06,CA,California,electric-utility,Electric Utility,27075,San Diego County Water Auth,57729,Lake Hodges Hydroelectric Facility,1,,Hydroelectric Pumped Storage,WAT,Water,PS,CISO,California Independent System Operator,OP,Operating,21.0,MW
2021-06,CA,California,electric-utility,Electric Utility,27075,San Diego County Water Auth,57729,Lake Hodges Hydroelectric Facility,2,,Hydroelectric Pumped Storage,WAT,Water,PS,CISO,California Independent System Operator,OP,Operating,21.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,55541,Indigo Energy Facility,CTG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,55541,Indigo Energy Facility,CTG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,55541,Indigo Energy Facility,CTG3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,55542,Larkspur Energy Facility,CTG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,55542,Larkspur Energy Facility,CTG2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49981,Diamond Generating Corporation,57483,Mariposa Energy Project,CTG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49750,FPL Energy Green Power,55396,Green Power I,WGNS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,16.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,26287,Madera-Chowchilla Power Auth,50322,Site 980 65,GEN1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,2.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19740,AES Wind Generation Inc,55719,Mountain View I&2,GEN2,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,22.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19740,AES Wind Generation Inc,55719,Mountain View I&2,GENI,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,42.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19740,AES Wind Generation Inc,57459,Mountain View IV,1,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,49.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49971,Creed Energy Center LLC,55625,Creed Energy Center,CT1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,47.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49972,Gilroy Energy Center LLC,55626,Lambie Energy Center,CT1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,47.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,49972,Gilroy Energy Center LLC,55855,Wolfskill Energy Center,CTG1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,47.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,30076,Calleguas Mun Water District,50375,East Portal Generator,GEN1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,30076,Calleguas Mun Water District,56125,Springville Hydroelectric,4152,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49732,Chevron Products Company-Richmond,52109,Richmond Cogen,GEN1,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,62.6,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49732,Chevron Products Company-Richmond,52109,Richmond Cogen,GEN2,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,62.6,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49732,Chevron Products Company-Richmond,52109,Richmond Cogen,GEN5,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,30.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,49732,Chevron Products Company-Richmond,52109,Richmond Cogen,GEN6,,All Other,WH,Waste Heat,ST,CISO,California Independent System Operator,OP,Operating,17.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,50123,"Leeward Asset Management, LLC",56446,Buena Vista Energy LLC,1,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,38.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19281,Turlock Irrigation District,50219,Frankenheimer Power Plant,U1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,5.3,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,7436,Vernon,JH3,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,6.0,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,7436,Vernon,JH5,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,6.0,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,56039,H. Gonzales,G1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,5.9,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,56039,H. Gonzales,G2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,5.9,MW
2021-06,CA,California,commercial-chp,Commercial CHP,24010,University of San Francisco,50089,Univ of San Francisco Cogen,S-17,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,7436,Vernon,JH4,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,6.0,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,7436,Vernon,JH1,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,6.0,MW
2021-06,CA,California,electric-utility,Electric Utility,19798,City of Vernon,7436,Vernon,JH2,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,6.0,MW
2021-06,CA,California,commercial-chp,Commercial CHP,22045,Oxnard City of,50224,Oxnard Wastewater Treatment Plant,7610,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,commercial-chp,Commercial CHP,22045,Oxnard City of,50224,Oxnard Wastewater Treatment Plant,7710,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,commercial-chp,Commercial CHP,22045,Oxnard City of,50224,Oxnard Wastewater Treatment Plant,7810,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22079,Yolo County Flood Control WCD,50128,Clear Lake Hydro Project,3381,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,2.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22079,Yolo County Flood Control WCD,50129,Indian Valley Dam Hydro Project,1641,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,1.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,23005,Aera Energy LLC-Coalinga,50750,Coalinga Cogeneration Facility,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,23005,Aera Energy LLC-Coalinga,50750,Coalinga Cogeneration Facility,GEN2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,3.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,23693,AES Huntington Beach LLC,335,AES Huntington Beach LLC,2,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,218.0,MW
2021-06,CA,California,electric-utility,Electric Utility,40613,Northern California Power Agny,7368,Geothermal 1,1,,Geothermal,GEO,Geothermal,ST,CISO,California Independent System Operator,OP,Operating,55.0,MW
2021-06,CA,California,electric-utility,Electric Utility,40613,Northern California Power Agny,7368,Geothermal 1,2,,Geothermal,GEO,Geothermal,ST,CISO,California Independent System Operator,OP,Operating,55.0,MW
2021-06,CA,California,electric-utility,Electric Utility,40613,Northern California Power Agny,7369,Geothermal 2,3,,Geothermal,GEO,Geothermal,ST,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,55.0,MW
2021-06,CA,California,electric-utility,Electric Utility,40613,Northern California Power Agny,7369,Geothermal 2,4,,Geothermal,GEO,Geothermal,ST,CISO,California Independent System Operator,OP,Operating,55.0,MW
2021-06,CA,California,electric-utility,Electric Utility,40613,Northern California Power Agny,7449,Combustion Turbine Project No 2,NA1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19560,Tri-Dam Power Authority,50400,Sand Bar Power Plant,GEN1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,16.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22079,Yolo County Flood Control WCD,50129,Indian Valley Dam Hydro Project,1642,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,1.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22079,Yolo County Flood Control WCD,50129,Indian Valley Dam Hydro Project,8332,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,0.1,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,22091,New-Indy Ontario LLC,10427,New-Indy Ontario Mill,GEN2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,16.5,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,22091,New-Indy Ontario LLC,10427,New-Indy Ontario Mill,GEN3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,16.5,MW
2021-06,CA,California,commercial-chp,Commercial CHP,22142,Santa Cruz Cogeneration Assoc,50064,Univ of Calif Santa Cruz Cogeneration,3,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,4.4,MW
2021-06,CA,California,industrial-chp,Industrial CHP,22669,U S Borax Inc,50115,US Borax,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,48.2,MW
2021-06,CA,California,electric-utility,Electric Utility,22776,Solano Irrigation District,7646,Monticello Dam,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,5.0,MW
2021-06,CA,California,electric-utility,Electric Utility,22776,Solano Irrigation District,7646,Monticello Dam,2,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,5.0,MW
2021-06,CA,California,electric-utility,Electric Utility,22776,Solano Irrigation District,7646,Monticello Dam,3,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,industrial-chp,Industrial CHP,19676,Valero Refining Co California,55851,Valero Refinery Cogeneration Unit 1,GT 1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,49.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22484,AES Redondo Beach LLC,356,AES Redondo Beach LLC,5,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,163.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22484,AES Redondo Beach LLC,356,AES Redondo Beach LLC,6,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,163.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22484,AES Redondo Beach LLC,356,AES Redondo Beach LLC,8,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,495.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19532,United Water Conservation Dist,50076,Santa Felicia Dam,UNT1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,0.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19586,Utica Water & Power Authority,215,Angels,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19586,Utica Water & Power Authority,261,Murphys,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,3.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20707,Wintec Energy Ltd,50276,Wintec Energy Ltd,EXIS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,5.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19532,United Water Conservation Dist,50076,Santa Felicia Dam,UNT2,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",57001,El Cajon Energy Center,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,60.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",58122,Delano Energy Center,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,60.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",60083,Fresno Solar,PV-S,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",60083,Fresno Solar,PV-W,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,BESS1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,10.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,BESS2,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,10.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,GT1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,70.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,20323,"Wellhead Services, Inc",60698,Stanton Energy Reliability Center Hybrid,GT2,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,70.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,21944,Sonoma County Water Agency,54261,Warm Springs Hydro Project,3385,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,2.7,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22635,San Gabriel Valley Mun Wtr Dt,50233,San Dimas Wash Generating Station,4011,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,19946,Wadham Energy Ltd Partners,50293,Wadham Energy LP,GEN1,,Other Waste Biomass,AB,Agriculture Byproducts,ST,CISO,California Independent System Operator,OP,Operating,29.1,MW
2021-06,CA,California,electric-utility,Electric Utility,21140,Yuba County Water Agency,262,Narrows PH,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,10.2,MW
2021-06,CA,California,electric-utility,Electric Utility,21140,Yuba County Water Agency,454,Colgate,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,157.5,MW
2021-06,CA,California,electric-utility,Electric Utility,21140,Yuba County Water Agency,454,Colgate,2,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,157.5,MW
2021-06,CA,California,electric-utility,Electric Utility,21140,Yuba County Water Agency,455,Narrows 2,1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,46.7,MW
2021-06,CA,California,ipp-chp,IPP CHP,22269,Goal Line LP,54749,Goal Line LP,CTG,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,41.2,MW
2021-06,CA,California,ipp-chp,IPP CHP,22269,Goal Line LP,54749,Goal Line LP,STG,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,10.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22148,AES Alamitos LLC,315,AES Alamitos LLC,3,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,310.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22148,AES Alamitos LLC,315,AES Alamitos LLC,4,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,310.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,22148,AES Alamitos LLC,315,AES Alamitos LLC,5,,Natural Gas Steam Turbine,NG,Natural Gas,ST,CISO,California Independent System Operator,OP,Operating,495.0,MW
2021-06,CA,California,electric-utility,Electric Utility,19397,City of Ukiah - (CA),7489,Lake Mendocino,G1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,electric-utility,Electric Utility,19397,City of Ukiah - (CA),7489,Lake Mendocino,G2,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,2.5,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,18986,THUMS Long Beach Company,56051,THUMS,GEN1,,Natural Gas Fired Combustion Turbine,NG,Natural Gas,GT,CISO,California Independent System Operator,OP,Operating,57.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,54842,WM Renewable Energy LLC,50571,Altamont Gas Recovery,GEN1,,Landfill Gas,LFG,Landfill Gas,GT,CISO,California Independent System Operator,OP,Operating,3.0,MW
