datetime,Grid Node To,Value,unit,Grid Node From,start_datetime,end_datetime
2022-08-01 20:30:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 20:30,2022-08-01 21:30
2022-08-01 21:00:00+00:00,BE,-712.0,MW,UK-GB,2022-08-01 21:00,2022-08-01 22:00
2022-08-01 21:00:00+00:00,FR,-2058.0,MW,UK-GB,2022-08-01 21:00,2022-08-01 22:00
2022-08-01 21:00:00+00:00,IE,498.0,MW,UK-GB,2022-08-01 21:00,2022-08-01 22:00
2022-08-01 21:00:00+00:00,NL,-710.0,MW,UK-GB,2022-08-01 21:00,2022-08-01 22:00
2022-08-01 21:00:00+00:00,NO,-1240.0,MW,UK-GB,2022-08-01 21:00,2022-08-01 22:00
2022-08-01 21:00:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 21:00,2022-08-01 22:00
2022-08-01 21:30:00+00:00,BE,-1016.0,MW,UK-GB,2022-08-01 21:30,2022-08-01 22:30
2022-08-01 21:30:00+00:00,FR,-2058.0,MW,UK-GB,2022-08-01 21:30,2022-08-01 22:30
2022-08-01 21:30:00+00:00,IE,378.0,MW,UK-GB,2022-08-01 21:30,2022-08-01 22:30
2022-08-01 21:30:00+00:00,NL,-762.0,MW,UK-GB,2022-08-01 21:30,2022-08-01 22:30
2022-08-01 21:30:00+00:00,NO,-1240.0,MW,UK-GB,2022-08-01 21:30,2022-08-01 22:30
2022-08-01 21:30:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 21:30,2022-08-01 22:30
2022-08-01 22:00:00+00:00,BE,-1018.0,MW,UK-GB,2022-08-01 22:00,2022-08-01 23:00
2022-08-01 22:00:00+00:00,FR,-2058.0,MW,UK-GB,2022-08-01 22:00,2022-08-01 23:00
2022-08-01 22:00:00+00:00,IE,216.0,MW,UK-GB,2022-08-01 22:00,2022-08-01 23:00
2022-08-01 22:00:00+00:00,NL,-764.0,MW,UK-GB,2022-08-01 22:00,2022-08-01 23:00
2022-08-01 22:00:00+00:00,NO,-1226.0,MW,UK-GB,2022-08-01 22:00,2022-08-01 23:00
2022-08-01 22:00:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 22:00,2022-08-01 23:00
2022-08-01 22:30:00+00:00,BE,-816.0,MW,UK-GB,2022-08-01 22:30,2022-08-01 23:30
2022-08-01 22:30:00+00:00,FR,-2060.0,MW,UK-GB,2022-08-01 22:30,2022-08-01 23:30
2022-08-01 22:30:00+00:00,IE,210.0,MW,UK-GB,2022-08-01 22:30,2022-08-01 23:30
2022-08-01 22:30:00+00:00,NL,-858.0,MW,UK-GB,2022-08-01 22:30,2022-08-01 23:30
2022-08-01 22:30:00+00:00,NO,-1094.0,MW,UK-GB,2022-08-01 22:30,2022-08-01 23:30
2022-08-01 22:30:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 22:30,2022-08-01 23:30
2022-08-01 23:00:00+00:00,BE,-816.0,MW,UK-GB,2022-08-01 23:00,2022-08-02 00:00
2022-08-01 23:00:00+00:00,FR,-2060.0,MW,UK-GB,2022-08-01 23:00,2022-08-02 00:00
2022-08-01 23:00:00+00:00,IE,362.0,MW,UK-GB,2022-08-01 23:00,2022-08-02 00:00
2022-08-01 23:00:00+00:00,NL,-864.0,MW,UK-GB,2022-08-01 23:00,2022-08-02 00:00
2022-08-01 23:00:00+00:00,NO,-1080.0,MW,UK-GB,2022-08-01 23:00,2022-08-02 00:00
2022-08-01 23:00:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 23:00,2022-08-02 00:00
2022-08-01 23:30:00+00:00,BE,-1020.0,MW,UK-GB,2022-08-01 23:30,2022-08-02 00:30
2022-08-01 23:30:00+00:00,FR,-2060.0,MW,UK-GB,2022-08-01 23:30,2022-08-02 00:30
2022-08-01 23:30:00+00:00,IE,466.0,MW,UK-GB,2022-08-01 23:30,2022-08-02 00:30
2022-08-01 23:30:00+00:00,NL,-1014.0,MW,UK-GB,2022-08-01 23:30,2022-08-02 00:30
2022-08-01 23:30:00+00:00,NO,-1080.0,MW,UK-GB,2022-08-01 23:30,2022-08-02 00:30
2022-08-01 23:30:00+00:00,UK-NIR,208.0,MW,UK-GB,2022-08-01 23:30,2022-08-02 00:30
2022-08-02 00:00:00+00:00,BE,-614.0,MW,UK-GB,2022-08-02 00:00,2022-08-02 01:00
2022-08-02 00:00:00+00:00,FR,-1218.0,MW,UK-GB,2022-08-02 00:00,2022-08-02 01:00
2022-08-02 00:00:00+00:00,IE,258.0,MW,UK-GB,2022-08-02 00:00,2022-08-02 01:00
2022-08-02 00:00:00+00:00,NL,-616.0,MW,UK-GB,2022-08-02 00:00,2022-08-02 01:00
2022-08-02 00:00:00+00:00,NO,-216.0,MW,UK-GB,2022-08-02 00:00,2022-08-02 01:00
2022-08-02 00:00:00+00:00,UK-NIR,124.0,MW,UK-GB,2022-08-02 00:00,2022-08-02 01:00
