datetime,Grid Node From,Grid Node To,Value,unit
2022-08-01 20:30:00+00:00,UK-GB,NO,-1224.0,MW
2022-08-01 21:00:00+00:00,UK-GB,BE,-712.0,MW
2022-08-01 21:00:00+00:00,UK-GB,FR,-2058.0,MW
2022-08-01 21:00:00+00:00,UK-GB,NL,-710.0,MW
2022-08-01 21:00:00+00:00,UK-GB,NO,-1240.0,MW
2022-08-01 21:30:00+00:00,UK-GB,BE,-1016.0,MW
2022-08-01 21:30:00+00:00,UK-GB,FR,-2058.0,MW
2022-08-01 21:30:00+00:00,UK-GB,NL,-762.0,MW
2022-08-01 21:30:00+00:00,UK-GB,NO,-1240.0,MW
2022-08-01 22:00:00+00:00,UK-GB,BE,-1018.0,MW
2022-08-01 22:00:00+00:00,UK-GB,FR,-2058.0,MW
2022-08-01 22:00:00+00:00,UK-GB,NL,-764.0,MW
2022-08-01 22:00:00+00:00,UK-GB,NO,-1226.0,MW
2022-08-01 22:30:00+00:00,UK-GB,BE,-816.0,MW
2022-08-01 22:30:00+00:00,UK-GB,FR,-2060.0,MW
2022-08-01 22:30:00+00:00,UK-GB,NL,-858.0,MW
2022-08-01 22:30:00+00:00,UK-GB,NO,-1094.0,MW
2022-08-01 23:00:00+00:00,UK-GB,BE,-816.0,MW
2022-08-01 23:00:00+00:00,UK-GB,FR,-2060.0,MW
2022-08-01 23:00:00+00:00,UK-GB,NL,-864.0,MW
2022-08-01 23:00:00+00:00,UK-GB,NO,-1080.0,MW
2022-08-01 23:30:00+00:00,UK-GB,BE,-1020.0,MW
2022-08-01 23:30:00+00:00,UK-GB,FR,-2060.0,MW
2022-08-01 23:30:00+00:00,UK-GB,NL,-1014.0,MW
2022-08-01 23:30:00+00:00,UK-GB,NO,-1080.0,MW
2022-08-02 00:00:00+00:00,UK-GB,BE,-614.0,MW
2022-08-02 00:00:00+00:00,UK-GB,FR,-1218.0,MW
2022-08-02 00:00:00+00:00,UK-GB,NL,-616.0,MW
2022-08-02 00:00:00+00:00,UK-GB,NO,-216.0,MW
2022-08-01 00:30:00+00:00,IE,UK-GB,-12.0,MW
2022-08-01 00:30:00+00:00,UK-NIR,UK-GB,-150.0,MW
2022-08-01 01:00:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 01:00:00+00:00,UK-NIR,UK-GB,-202.0,MW
2022-08-01 01:30:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 01:30:00+00:00,UK-NIR,UK-GB,-170.0,MW
2022-08-01 02:00:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 02:00:00+00:00,UK-NIR,UK-GB,-180.0,MW
2022-08-01 02:30:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 02:30:00+00:00,UK-NIR,UK-GB,-170.0,MW
2022-08-01 03:00:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 03:00:00+00:00,UK-NIR,UK-GB,-160.0,MW
2022-08-01 03:30:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 03:30:00+00:00,UK-NIR,UK-GB,-144.0,MW
2022-08-01 04:00:00+00:00,IE,UK-GB,-0.0,MW
2022-08-01 04:00:00+00:00,UK-NIR,UK-GB,-168.0,MW
2022-08-01 04:30:00+00:00,IE,UK-GB,-16.0,MW
2022-08-01 04:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 05:00:00+00:00,IE,UK-GB,-148.0,MW
2022-08-01 05:00:00+00:00,UK-NIR,UK-GB,-198.0,MW
2022-08-01 05:30:00+00:00,IE,UK-GB,-300.0,MW
2022-08-01 05:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 06:00:00+00:00,IE,UK-GB,-372.0,MW
2022-08-01 06:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 06:30:00+00:00,IE,UK-GB,-336.0,MW
2022-08-01 06:30:00+00:00,NL,UK-GB,-494.0,MW
2022-08-01 06:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 07:00:00+00:00,IE,UK-GB,-334.0,MW
2022-08-01 07:00:00+00:00,NL,UK-GB,-560.0,MW
2022-08-01 07:00:00+00:00,NO,UK-GB,-62.0,MW
2022-08-01 07:00:00+00:00,UK-NIR,UK-GB,-168.0,MW
2022-08-01 07:30:00+00:00,IE,UK-GB,-324.0,MW
2022-08-01 07:30:00+00:00,NL,UK-GB,-788.0,MW
2022-08-01 07:30:00+00:00,NO,UK-GB,-436.0,MW
2022-08-01 07:30:00+00:00,UK-NIR,UK-GB,-96.0,MW
2022-08-01 08:00:00+00:00,IE,UK-GB,-334.0,MW
2022-08-01 08:00:00+00:00,NL,UK-GB,-812.0,MW
2022-08-01 08:00:00+00:00,NO,UK-GB,-482.0,MW
2022-08-01 08:00:00+00:00,UK-NIR,UK-GB,-86.0,MW
2022-08-01 08:30:00+00:00,BE,UK-GB,-238.0,MW
2022-08-01 08:30:00+00:00,IE,UK-GB,-288.0,MW
2022-08-01 08:30:00+00:00,NL,UK-GB,-1002.0,MW
2022-08-01 08:30:00+00:00,NO,UK-GB,-572.0,MW
2022-08-01 08:30:00+00:00,UK-NIR,UK-GB,-38.0,MW
2022-08-01 09:00:00+00:00,BE,UK-GB,-256.0,MW
2022-08-01 09:00:00+00:00,IE,UK-GB,-320.0,MW
2022-08-01 09:00:00+00:00,NL,UK-GB,-1002.0,MW
2022-08-01 09:00:00+00:00,NO,UK-GB,-552.0,MW
2022-08-01 09:00:00+00:00,UK-NIR,UK-GB,-38.0,MW
2022-08-01 09:30:00+00:00,BE,UK-GB,-662.0,MW
2022-08-01 09:30:00+00:00,IE,UK-GB,-180.0,MW
2022-08-01 09:30:00+00:00,NL,UK-GB,-1002.0,MW
2022-08-01 09:30:00+00:00,NO,UK-GB,-266.0,MW
2022-08-01 09:30:00+00:00,UK-NIR,UK-GB,-46.0,MW
2022-08-01 10:00:00+00:00,BE,UK-GB,-668.0,MW
2022-08-01 10:00:00+00:00,IE,UK-GB,-126.0,MW
2022-08-01 10:00:00+00:00,NL,UK-GB,-986.0,MW
2022-08-01 10:00:00+00:00,NO,UK-GB,-238.0,MW
2022-08-01 10:00:00+00:00,UK-NIR,UK-GB,-48.0,MW
2022-08-01 10:30:00+00:00,BE,UK-GB,-774.0,MW
2022-08-01 10:30:00+00:00,IE,UK-GB,-226.0,MW
2022-08-01 10:30:00+00:00,NL,UK-GB,-764.0,MW
2022-08-01 10:30:00+00:00,NO,UK-GB,-228.0,MW
2022-08-01 10:30:00+00:00,UK-NIR,UK-GB,-76.0,MW
2022-08-01 11:00:00+00:00,BE,UK-GB,-774.0,MW
2022-08-01 11:00:00+00:00,IE,UK-GB,-322.0,MW
2022-08-01 11:00:00+00:00,NL,UK-GB,-764.0,MW
2022-08-01 11:00:00+00:00,NO,UK-GB,-230.0,MW
2022-08-01 11:00:00+00:00,UK-NIR,UK-GB,-28.0,MW
2022-08-01 11:30:00+00:00,BE,UK-GB,-498.0,MW
2022-08-01 11:30:00+00:00,IE,UK-GB,-466.0,MW
2022-08-01 11:30:00+00:00,NL,UK-GB,-888.0,MW
2022-08-01 11:30:00+00:00,NO,UK-GB,-360.0,MW
2022-08-01 11:30:00+00:00,UK-NIR,UK-GB,-128.0,MW
2022-08-01 12:00:00+00:00,BE,UK-GB,-492.0,MW
2022-08-01 12:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 12:00:00+00:00,NL,UK-GB,-868.0,MW
2022-08-01 12:00:00+00:00,NO,UK-GB,-344.0,MW
2022-08-01 12:00:00+00:00,UK-NIR,UK-GB,-146.0,MW
2022-08-01 12:30:00+00:00,BE,UK-GB,-322.0,MW
2022-08-01 12:30:00+00:00,IE,UK-GB,-472.0,MW
2022-08-01 12:30:00+00:00,NL,UK-GB,-582.0,MW
2022-08-01 12:30:00+00:00,NO,UK-GB,-28.0,MW
2022-08-01 12:30:00+00:00,UK-NIR,UK-GB,-186.0,MW
2022-08-01 13:00:00+00:00,BE,UK-GB,-316.0,MW
2022-08-01 13:00:00+00:00,IE,UK-GB,-410.0,MW
2022-08-01 13:00:00+00:00,NL,UK-GB,-584.0,MW
2022-08-01 13:00:00+00:00,UK-NIR,UK-GB,-194.0,MW
2022-08-01 13:30:00+00:00,IE,UK-GB,-500.0,MW
2022-08-01 13:30:00+00:00,NL,UK-GB,-730.0,MW
2022-08-01 13:30:00+00:00,UK-NIR,UK-GB,-206.0,MW
2022-08-01 14:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 14:00:00+00:00,NL,UK-GB,-732.0,MW
2022-08-01 14:00:00+00:00,UK-NIR,UK-GB,-206.0,MW
2022-08-01 14:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 14:30:00+00:00,NL,UK-GB,-464.0,MW
2022-08-01 14:30:00+00:00,UK-NIR,UK-GB,-206.0,MW
2022-08-01 15:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 15:00:00+00:00,NL,UK-GB,-450.0,MW
2022-08-01 15:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 15:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 15:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 16:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 16:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 16:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 16:30:00+00:00,NL,UK-GB,-100.0,MW
2022-08-01 16:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 17:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 17:00:00+00:00,NL,UK-GB,-114.0,MW
2022-08-01 17:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 17:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 17:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 18:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 18:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 18:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 18:30:00+00:00,NL,UK-GB,-100.0,MW
2022-08-01 18:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 19:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 19:00:00+00:00,NL,UK-GB,-104.0,MW
2022-08-01 19:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 19:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 19:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 20:00:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 20:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 20:30:00+00:00,IE,UK-GB,-504.0,MW
2022-08-01 20:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 21:00:00+00:00,IE,UK-GB,-498.0,MW
2022-08-01 21:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 21:30:00+00:00,IE,UK-GB,-378.0,MW
2022-08-01 21:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 22:00:00+00:00,IE,UK-GB,-216.0,MW
2022-08-01 22:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 22:30:00+00:00,IE,UK-GB,-210.0,MW
2022-08-01 22:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 23:00:00+00:00,IE,UK-GB,-362.0,MW
2022-08-01 23:00:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-01 23:30:00+00:00,IE,UK-GB,-466.0,MW
2022-08-01 23:30:00+00:00,UK-NIR,UK-GB,-208.0,MW
2022-08-02 00:00:00+00:00,IE,UK-GB,-258.0,MW
2022-08-02 00:00:00+00:00,UK-NIR,UK-GB,-124.0,MW
